1|6.18|1x1|Flat Field|Luminance|30||None|
1|21.34|1x1|Flat Field|Red|30||Default|
1|32.57|1x1|Flat Field|Green|30||Default|
1|14.15|1x1|Flat Field|Blue|30||Default|
1|174.24|1x1|Flat Field|Sii5nm|30||Default|
1|263.30|1x1|Flat Field|Ha5nm|30||Default|
1|257.32|1x1|Flat Field|Oiii5nm|30||Default|
